PassengerId,Survived,Pclass,Name,Age,SibSp,Parch,Ticket,Fare,Cabin,Age_filled,Age_by_class,Has_Cabin,Title,FamilySize,IsAlone,Sex_female,Sex_male,Embarked_C,Embarked_Q,Embarked_S,Deck_A,Deck_B,Deck_C,Deck_D,Deck_E,Deck_F,Deck_G,Deck_T,Deck_U
310,True,1,"Francatelli, Miss. Laura Mabel",30.0,0,0,PC 17485,56.9292,E36,30.0,30.0,1,Miss,1,1,True,False,True,False,False,False,False,False,False,True,False,False,False,False
311,True,1,"Hays, Miss. Margaret Bechstein",24.0,0,0,11767,83.1583,C54,24.0,24.0,1,Miss,1,1,True,False,True,False,False,False,False,True,False,False,False,False,False,False
312,True,1,"Ryerson, Miss. Emily Borie",18.0,2,2,PC 17608,262.375,B57 B59 B63 B66,18.0,18.0,1,Miss,5,0,True,False,True,False,False,False,True,False,False,False,False,False,False,False
313,False,2,"Lahtinen, Mrs. William (Anna Sylfven)",26.0,1,1,250651,26.0,,26.0,26.0,0,Mrs,3,0,True,False,False,False,True,False,False,False,False,False,False,False,False,True
314,False,3,"Hendekovic, Mr. Ignjac",28.0,0,0,349243,7.8958,,28.0,28.0,0,Mr,1,1,False,True,False,False,True,False,False,False,False,False,False,False,False,True
315,False,2,"Hart, Mr. Benjamin",43.0,1,1,F.C.C. 13529,26.25,,43.0,43.0,0,Mr,3,0,False,True,False,False,True,False,False,False,False,False,False,False,False,True
316,True,3,"Nilsson, Miss. Helmina Josefina",26.0,0,0,347470,7.8542,,26.0,26.0,0,Miss,1,1,True,False,False,False,True,False,False,False,False,False,False,False,False,True
317,True,2,"Kantor, Mrs. Sinai (Miriam Sternin)",24.0,1,0,244367,26.0,,24.0,24.0,0,Mrs,2,0,True,False,False,False,True,False,False,False,False,False,False,False,False,True
318,False,2,"Moraweck, Dr. Ernest",54.0,0,0,29011,14.0,,54.0,54.0,0,Dr,1,1,False,True,False,False,True,False,False,False,False,False,False,False,False,True
319,True,1,"Wick, Miss. Mary Natalie",31.0,0,2,36928,164.8667,C7,31.0,31.0,1,Miss,3,0,True,False,False,False,True,False,False,True,False,False,False,False,False,False
320,True,1,"Spedden, Mrs. Frederic Oakley (Margaretta Corning Stone)",40.0,1,1,16966,134.5,E34,40.0,40.0,1,Mrs,3,0,True,False,True,False,False,False,False,False,False,True,False,False,False,False
321,False,3,"Dennis, Mr. Samuel",22.0,0,0,A/5 21172,7.25,,22.0,22.0,0,Mr,1,1,False,True,False,False,True,False,False,False,False,False,False,False,False,True
322,False,3,"Danoff, Mr. Yoto",27.0,0,0,349219,7.8958,,27.0,27.0,0,Mr,1,1,False,True,False,False,True,False,False,False,False,False,False,False,False,True
323,True,2,"Slayter, Miss. Hilda Mary",30.0,0,0,234818,12.35,,30.0,30.0,0,Miss,1,1,True,False,False,True,False,False,False,False,False,False,False,False,False,True
324,True,2,"Caldwell, Mrs. Albert Francis (Sylvia Mae Harbaugh)",22.0,1,1,248738,29.0,,22.0,22.0,0,Mrs,3,0,True,False,False,False,True,False,False,False,False,False,False,False,False,True
325,False,3,"Sage, Mr. George John Jr",,8,2,CA. 2343,69.55,,28.0,24.0,0,Mr,11,0,False,True,False,False,True,False,False,False,False,False,False,False,False,True
326,True,1,"Young, Miss. Marie Grice",36.0,0,0,PC 17760,135.6333,C32,36.0,36.0,1,Miss,1,1,True,False,True,False,False,False,False,True,False,False,False,False,False,False
327,False,3,"Nysveen, Mr. Johan Hansen",61.0,0,0,345364,6.2375,,61.0,61.0,0,Mr,1,1,False,True,False,False,True,False,False,False,False,False,False,False,False,True
328,True,2,"Ball, Mrs. (Ada E Hall)",36.0,0,0,28551,13.0,D,36.0,36.0,1,Mrs,1,1,True,False,False,False,True,False,False,False,True,False,False,False,False,False
329,True,3,"Goldsmith, Mrs. Frank John (Emily Alice Brown)",31.0,1,1,363291,20.525,,31.0,31.0,0,Mrs,3,0,True,False,False,False,True,False,False,False,False,False,False,False,False,True
330,True,1,"Hippach, Miss. Jean Gertrude",16.0,0,1,111361,57.9792,B18,16.0,16.0,1,Miss,2,0,True,False,True,False,False,False,True,False,False,False,False,False,False,False
331,True,3,"McCoy, Miss. Agnes",,2,0,367226,23.25,,28.0,24.0,0,Miss,3,0,True,False,False,True,False,False,False,False,False,False,False,False,False,True
332,False,1,"Partner, Mr. Austen",45.5,0,0,113043,28.5,C124,45.5,45.5,1,Mr,1,1,False,True,False,False,True,False,False,True,False,False,False,False,False,False
333,False,1,"Graham, Mr. George Edward",38.0,0,1,PC 17582,153.4625,C91,38.0,38.0,1,Mr,2,0,False,True,False,False,True,False,False,True,False,False,False,False,False,False
334,False,3,"Vander Planke, Mr. Leo Edmondus",16.0,2,0,345764,18.0,,16.0,16.0,0,Mr,3,0,False,True,False,False,True,False,False,False,False,False,False,False,False,True
335,True,1,"Frauenthal, Mrs. Henry William (Clara Heinsheimer)",,1,0,PC 17611,133.65,,28.0,37.0,0,Mrs,2,0,True,False,False,False,True,False,False,False,False,False,False,False,False,True
336,False,3,"Denkoff, Mr. Mitto",,0,0,349225,7.8958,,28.0,24.0,0,Mr,1,1,False,True,False,False,True,False,False,False,False,False,False,False,False,True
337,False,1,"Pears, Mr. Thomas Clinton",29.0,1,0,113776,66.6,C2,29.0,29.0,1,Mr,2,0,False,True,False,False,True,False,False,True,False,False,False,False,False,False
338,True,1,"Burns, Miss. Elizabeth Margaret",41.0,0,0,16966,134.5,E40,41.0,41.0,1,Miss,1,1,True,False,True,False,False,False,False,False,False,True,False,False,False,False
339,True,3,"Dahl, Mr. Karl Edwart",45.0,0,0,7598,8.05,,45.0,45.0,0,Mr,1,1,False,True,False,False,True,False,False,False,False,False,False,False,False,True
340,False,1,"Blackwell, Mr. Stephen Weart",45.0,0,0,113784,35.5,T,45.0,45.0,1,Mr,1,1,False,True,False,False,True,False,False,False,False,False,False,False,True,False
341,True,2,"Navratil, Master. Edmond Roger",2.0,1,1,230080,26.0,F2,2.0,2.0,1,Master,3,0,False,True,False,False,True,False,False,False,False,False,True,False,False,False
342,True,1,"Fortune, Miss. Alice Elizabeth",24.0,3,2,19950,263.0,C23 C25 C27,24.0,24.0,1,Miss,6,0,True,False,False,False,True,False,False,True,False,False,False,False,False,False
343,False,2,"Collander, Mr. Erik Gustaf",28.0,0,0,248740,13.0,,28.0,28.0,0,Mr,1,1,False,True,False,False,True,False,False,False,False,False,False,False,False,True
344,False,2,"Sedgwick, Mr. Charles Frederick Waddington",25.0,0,0,244361,13.0,,25.0,25.0,0,Mr,1,1,False,True,False,False,True,False,False,False,False,False,False,False,False,True
345,False,2,"Fox, Mr. Stanley Hubert",36.0,0,0,229236,13.0,,36.0,36.0,0,Mr,1,1,False,True,False,False,True,False,False,False,False,False,False,False,False,True
346,True,2,"Brown, Miss. Amelia ""Mildred""",24.0,0,0,248733,13.0,F33,24.0,24.0,1,Miss,1,1,True,False,False,False,True,False,False,False,False,False,True,False,False,False
347,True,2,"Smith, Miss. Marion Elsie",40.0,0,0,31418,13.0,,40.0,40.0,0,Miss,1,1,True,False,False,False,True,False,False,False,False,False,False,False,False,True
348,True,3,"Davison, Mrs. Thomas Henry (Mary E Finck)",,1,0,386525,16.1,,28.0,24.0,0,Mrs,2,0,True,False,False,False,True,False,False,False,False,False,False,False,False,True
349,True,3,"Coutts, Master. William Loch ""William""",3.0,1,1,C.A. 37671,15.9,,3.0,3.0,0,Master,3,0,False,True,False,False,True,False,False,False,False,False,False,False,False,True
350,False,3,"Dimic, Mr. Jovan",42.0,0,0,315088,8.6625,,42.0,42.0,0,Mr,1,1,False,True,False,False,True,False,False,False,False,False,False,False,False,True
351,False,3,"Odahl, Mr. Nils Martin",23.0,0,0,7267,9.225,,23.0,23.0,0,Mr,1,1,False,True,False,False,True,False,False,False,False,False,False,False,False,True
352,False,1,"Williams-Lambert, Mr. Fletcher Fellows",,0,0,113510,35.0,C128,28.0,37.0,1,Mr,1,1,False,True,False,False,True,False,False,True,False,False,False,False,False,False
353,False,3,"Elias, Mr. Tannous",15.0,1,1,2695,7.2292,,15.0,15.0,0,Mr,3,0,False,True,True,False,False,False,False,False,False,False,False,False,False,True
354,False,3,"Arnold-Franchi, Mr. Josef",25.0,1,0,349237,17.8,,25.0,25.0,0,Mr,2,0,False,True,False,False,True,False,False,False,False,False,False,False,False,True
355,False,3,"Yousif, Mr. Wazli",,0,0,2647,7.225,,28.0,24.0,0,Mr,1,1,False,True,True,False,False,False,False,False,False,False,False,False,False,True
356,False,3,"Vanden Steen, Mr. Leo Peter",28.0,0,0,345783,9.5,,28.0,28.0,0,Mr,1,1,False,True,False,False,True,False,False,False,False,False,False,False,False,True
357,True,1,"Bowerman, Miss. Elsie Edith",22.0,0,1,113505,55.0,E33,22.0,22.0,1,Miss,2,0,True,False,False,False,True,False,False,False,False,True,False,False,False,False
358,False,2,"Funk, Miss. Annie Clemmer",38.0,0,0,237671,13.0,,38.0,38.0,0,Miss,1,1,True,False,False,False,True,False,False,False,False,False,False,False,False,True
359,True,3,"McGovern, Miss. Mary",,0,0,330931,7.8792,,28.0,24.0,0,Miss,1,1,True,False,False,True,False,False,False,False,False,False,False,False,False,True
360,True,3,"Mockler, Miss. Helen Mary ""Ellie""",,0,0,330980,7.8792,,28.0,24.0,0,Miss,1,1,True,False,False,True,False,False,False,False,False,False,False,False,False,True
361,False,3,"Skoog, Mr. Wilhelm",40.0,1,4,347088,27.9,,40.0,40.0,0,Mr,6,0,False,True,False,False,True,False,False,False,False,False,False,False,False,True
362,False,2,"del Carlo, Mr. Sebastiano",29.0,1,0,SC/PARIS 2167,27.7208,,29.0,29.0,0,Mr,2,0,False,True,True,False,False,False,False,False,False,False,False,False,False,True
363,False,3,"Barbara, Mrs. (Catherine David)",45.0,0,1,2691,14.4542,,45.0,45.0,0,Mrs,2,0,True,False,True,False,False,False,False,False,False,False,False,False,False,True
364,False,3,"Asim, Mr. Adola",35.0,0,0,SOTON/O.Q. 3101310,7.05,,35.0,35.0,0,Mr,1,1,False,True,False,False,True,False,False,False,False,False,False,False,False,True
365,False,3,"O'Brien, Mr. Thomas",,1,0,370365,15.5,,28.0,24.0,0,Mr,2,0,False,True,False,True,False,False,False,False,False,False,False,False,False,True
366,False,3,"Adahl, Mr. Mauritz Nils Martin",30.0,0,0,C 7076,7.25,,30.0,30.0,0,Mr,1,1,False,True,False,False,True,False,False,False,False,False,False,False,False,True
367,True,1,"Warren, Mrs. Frank Manley (Anna Sophia Atkinson)",60.0,1,0,110813,75.25,D37,60.0,60.0,1,Mrs,2,0,True,False,True,False,False,False,False,False,True,False,False,False,False,False
368,True,3,"Moussa, Mrs. (Mantoura Boulos)",,0,0,2626,7.2292,,28.0,24.0,0,Mrs,1,1,True,False,True,False,False,False,False,False,False,False,False,False,False,True
369,True,3,"Jermyn, Miss. Annie",,0,0,14313,7.75,,28.0,24.0,0,Miss,1,1,True,False,False,True,False,False,False,False,False,False,False,False,False,True
370,True,1,"Aubart, Mme. Leontine Pauline",24.0,0,0,PC 17477,69.3,B35,24.0,24.0,1,Mme,1,1,True,False,True,False,False,False,True,False,False,False,False,False,False,False
371,True,1,"Harder, Mr. George Achilles",25.0,1,0,11765,55.4417,E50,25.0,25.0,1,Mr,2,0,False,True,True,False,False,False,False,False,False,True,False,False,False,False
372,False,3,"Wiklund, Mr. Jakob Alfred",18.0,1,0,3101267,6.4958,,18.0,18.0,0,Mr,2,0,False,True,False,False,True,False,False,False,False,False,False,False,False,True
373,False,3,"Beavan, Mr. William Thomas",19.0,0,0,323951,8.05,,19.0,19.0,0,Mr,1,1,False,True,False,False,True,False,False,False,False,False,False,False,False,True
374,False,1,"Ringhini, Mr. Sante",22.0,0,0,PC 17760,135.6333,,22.0,22.0,0,Mr,1,1,False,True,True,False,False,False,False,False,False,False,False,False,False,True
375,False,3,"Palsson, Miss. Stina Viola",3.0,3,1,349909,21.075,,3.0,3.0,0,Miss,5,0,True,False,False,False,True,False,False,False,False,False,False,False,False,True
376,True,1,"Meyer, Mrs. Edgar Joseph (Leila Saks)",,1,0,PC 17604,82.1708,,28.0,37.0,0,Mrs,2,0,True,False,True,False,False,False,False,False,False,False,False,False,False,True
377,True,3,"Landergren, Miss. Aurora Adelia",22.0,0,0,C 7077,7.25,,22.0,22.0,0,Miss,1,1,True,False,False,False,True,False,False,False,False,False,False,False,False,True
378,False,1,"Widener, Mr. Harry Elkins",27.0,0,2,113503,211.5,C82,27.0,27.0,1,Mr,3,0,False,True,True,False,False,False,False,True,False,False,False,False,False,False
379,False,3,"Betros, Mr. Tannous",20.0,0,0,2648,4.0125,,20.0,20.0,0,Mr,1,1,False,True,True,False,False,False,False,False,False,False,False,False,False,True
380,False,3,"Gustafsson, Mr. Karl Gideon",19.0,0,0,347069,7.775,,19.0,19.0,0,Mr,1,1,False,True,False,False,True,False,False,False,False,False,False,False,False,True
381,True,1,"Bidois, Miss. Rosalie",42.0,0,0,PC 17757,227.525,,42.0,42.0,0,Miss,1,1,True,False,True,False,False,False,False,False,False,False,False,False,False,True
382,True,3,"Nakid, Miss. Maria (""Mary"")",1.0,0,2,2653,15.7417,,1.0,1.0,0,Miss,3,0,True,False,True,False,False,False,False,False,False,False,False,False,False,True
383,False,3,"Tikkanen, Mr. Juho",32.0,0,0,STON/O 2. 3101293,7.925,,32.0,32.0,0,Mr,1,1,False,True,False,False,True,False,False,False,False,False,False,False,False,True
384,True,1,"Holverson, Mrs. Alexander Oskar (Mary Aline Towner)",35.0,1,0,113789,52.0,,35.0,35.0,0,Mrs,2,0,True,False,False,False,True,False,False,False,False,False,False,False,False,True
385,False,3,"Plotcharsky, Mr. Vasil",,0,0,349227,7.8958,,28.0,24.0,0,Mr,1,1,False,True,False,False,True,False,False,False,False,False,False,False,False,True
386,False,2,"Davies, Mr. Charles Henry",18.0,0,0,S.O.C. 14879,73.5,,18.0,18.0,0,Mr,1,1,False,True,False,False,True,False,False,False,False,False,False,False,False,True
387,False,3,"Goodwin, Master. Sidney Leonard",1.0,5,2,CA 2144,46.9,,1.0,1.0,0,Master,8,0,False,True,False,False,True,False,False,False,False,False,False,False,False,True
388,True,2,"Buss, Miss. Kate",36.0,0,0,27849,13.0,,36.0,36.0,0,Miss,1,1,True,False,False,False,True,False,False,False,False,False,False,False,False,True
389,False,3,"Sadlier, Mr. Matthew",,0,0,367655,7.7292,,28.0,24.0,0,Mr,1,1,False,True,False,True,False,False,False,False,False,False,False,False,False,True
390,True,2,"Lehmann, Miss. Bertha",17.0,0,0,SC 1748,12.0,,17.0,17.0,0,Miss,1,1,True,False,True,False,False,False,False,False,False,False,False,False,False,True
391,True,1,"Carter, Mr. William Ernest",36.0,1,2,113760,120.0,B96 B98,36.0,36.0,1,Mr,4,0,False,True,False,False,True,False,True,False,False,False,False,False,False,False
392,True,3,"Jansson, Mr. Carl Olof",21.0,0,0,350034,7.7958,,21.0,21.0,0,Mr,1,1,False,True,False,False,True,False,False,False,False,False,False,False,False,True
393,False,3,"Gustafsson, Mr. Johan Birger",28.0,2,0,3101277,7.925,,28.0,28.0,0,Mr,3,0,False,True,False,False,True,False,False,False,False,False,False,False,False,True
394,True,1,"Newell, Miss. Marjorie",23.0,1,0,35273,113.275,D36,23.0,23.0,1,Miss,2,0,True,False,True,False,False,False,False,False,True,False,False,False,False,False
395,True,3,"Sandstrom, Mrs. Hjalmar (Agnes Charlotta Bengtsson)",24.0,0,2,PP 9549,16.7,G6,24.0,24.0,1,Mrs,3,0,True,False,False,False,True,False,False,False,False,False,False,True,False,False
396,False,3,"Johansson, Mr. Erik",22.0,0,0,350052,7.7958,,22.0,22.0,0,Mr,1,1,False,True,False,False,True,False,False,False,False,False,False,False,False,True
397,False,3,"Olsson, Miss. Elina",31.0,0,0,350407,7.8542,,31.0,31.0,0,Miss,1,1,True,False,False,False,True,False,False,False,False,False,False,False,False,True
398,False,2,"McKane, Mr. Peter David",46.0,0,0,28403,26.0,,46.0,46.0,0,Mr,1,1,False,True,False,False,True,False,False,False,False,False,False,False,False,True
399,False,2,"Pain, Dr. Alfred",23.0,0,0,244278,10.5,,23.0,23.0,0,Dr,1,1,False,True,False,False,True,False,False,False,False,False,False,False,False,True
400,True,2,"Trout, Mrs. William H (Jessie L)",28.0,0,0,240929,12.65,,28.0,28.0,0,Mrs,1,1,True,False,False,False,True,False,False,False,False,False,False,False,False,True
401,True,3,"Niskanen, Mr. Juha",39.0,0,0,STON/O 2. 3101289,7.925,,39.0,39.0,0,Mr,1,1,False,True,False,False,True,False,False,False,False,False,False,False,False,True
402,False,3,"Adams, Mr. John",26.0,0,0,341826,8.05,,26.0,26.0,0,Mr,1,1,False,True,False,False,True,False,False,False,False,False,False,False,False,True
403,False,3,"Jussila, Miss. Mari Aina",21.0,1,0,4137,9.825,,21.0,21.0,0,Miss,2,0,True,False,False,False,True,False,False,False,False,False,False,False,False,True
404,False,3,"Hakkarainen, Mr. Pekka Pietari",28.0,1,0,STON/O2. 3101279,15.85,,28.0,28.0,0,Mr,2,0,False,True,False,False,True,False,False,False,False,False,False,False,False,True
405,False,3,"Oreskovic, Miss. Marija",20.0,0,0,315096,8.6625,,20.0,20.0,0,Miss,1,1,True,False,False,False,True,False,False,False,False,False,False,False,False,True
406,False,2,"Gale, Mr. Shadrach",34.0,1,0,28664,21.0,,34.0,34.0,0,Mr,2,0,False,True,False,False,True,False,False,False,False,False,False,False,False,True
407,False,3,"Widegren, Mr. Carl/Charles Peter",51.0,0,0,347064,7.75,,51.0,51.0,0,Mr,1,1,False,True,False,False,True,False,False,False,False,False,False,False,False,True
408,True,2,"Richards, Master. William Rowe",3.0,1,1,29106,18.75,,3.0,3.0,0,Master,3,0,False,True,False,False,True,False,False,False,False,False,False,False,False,True
409,False,3,"Birkeland, Mr. Hans Martin Monsen",21.0,0,0,312992,7.775,,21.0,21.0,0,Mr,1,1,False,True,False,False,True,False,False,False,False,False,False,False,False,True
410,False,3,"Lefebre, Miss. Ida",,3,1,4133,25.4667,,28.0,24.0,0,Miss,5,0,True,False,False,False,True,False,False,False,False,False,False,False,False,True
411,False,3,"Sdycoff, Mr. Todor",,0,0,349222,7.8958,,28.0,24.0,0,Mr,1,1,False,True,False,False,True,False,False,False,False,False,False,False,False,True
412,False,3,"Hart, Mr. Henry",,0,0,394140,6.8583,,28.0,24.0,0,Mr,1,1,False,True,False,True,False,False,False,False,False,False,False,False,False,True
413,True,1,"Minahan, Miss. Daisy E",33.0,1,0,19928,90.0,C78,33.0,33.0,1,Miss,2,0,True,False,False,True,False,False,False,True,False,False,False,False,False,False
414,False,2,"Cunningham, Mr. Alfred Fleming",,0,0,239853,0.0,,28.0,29.0,0,Mr,1,1,False,True,False,False,True,False,False,False,False,False,False,False,False,True
415,True,3,"Sundman, Mr. Johan Julian",44.0,0,0,STON/O 2. 3101269,7.925,,44.0,44.0,0,Mr,1,1,False,True,False,False,True,False,False,False,False,False,False,False,False,True
416,False,3,"Meek, Mrs. Thomas (Annie Louise Rowley)",,0,0,343095,8.05,,28.0,24.0,0,Mrs,1,1,True,False,False,False,True,False,False,False,False,False,False,False,False,True
417,True,2,"Drew, Mrs. James Vivian (Lulu Thorne Christian)",34.0,1,1,28220,32.5,,34.0,34.0,0,Mrs,3,0,True,False,False,False,True,False,False,False,False,False,False,False,False,True
418,True,2,"Silven, Miss. Lyyli Karoliina",18.0,0,2,250652,13.0,,18.0,18.0,0,Miss,3,0,True,False,False,False,True,False,False,False,False,False,False,False,False,True
419,False,2,"Matthews, Mr. William John",30.0,0,0,28228,13.0,,30.0,30.0,0,Mr,1,1,False,True,False,False,True,False,False,False,False,False,False,False,False,True
420,False,3,"Van Impe, Miss. Catharina",10.0,0,2,345773,24.15,,10.0,10.0,0,Miss,3,0,True,False,False,False,True,False,False,False,False,False,False,False,False,True
421,False,3,"Gheorgheff, Mr. Stanio",,0,0,349254,7.8958,,28.0,24.0,0,Mr,1,1,False,True,True,False,False,False,False,False,False,False,False,False,False,True
422,False,3,"Charters, Mr. David",21.0,0,0,A/5. 13032,7.7333,,21.0,21.0,0,Mr,1,1,False,True,False,True,False,False,False,False,False,False,False,False,False,True
423,False,3,"Zimmerman, Mr. Leo",29.0,0,0,315082,7.875,,29.0,29.0,0,Mr,1,1,False,True,False,False,True,False,False,False,False,False,False,False,False,True
424,False,3,"Danbom, Mrs. Ernst Gilbert (Anna Sigrid Maria Brogren)",28.0,1,1,347080,14.4,,28.0,28.0,0,Mrs,3,0,True,False,False,False,True,False,False,False,False,False,False,False,False,True
425,False,3,"Rosblom, Mr. Viktor Richard",18.0,1,1,370129,20.2125,,18.0,18.0,0,Mr,3,0,False,True,False,False,True,False,False,False,False,False,False,False,False,True
426,False,3,"Wiseman, Mr. Phillippe",,0,0,A/4. 34244,7.25,,28.0,24.0,0,Mr,1,1,False,True,False,False,True,False,False,False,False,False,False,False,False,True
427,True,2,"Clarke, Mrs. Charles V (Ada Maria Winfield)",28.0,1,0,2003,26.0,,28.0,28.0,0,Mrs,2,0,True,False,False,False,True,False,False,False,False,False,False,False,False,True
428,True,2,"Phillips, Miss. Kate Florence (""Mrs Kate Louise Phillips Marshall"")",19.0,0,0,250655,26.0,,19.0,19.0,0,Miss,1,1,True,False,False,False,True,False,False,False,False,False,False,False,False,True
429,False,3,"Flynn, Mr. James",,0,0,364851,7.75,,28.0,24.0,0,Mr,1,1,False,True,False,True,False,False,False,False,False,False,False,False,False,True
430,True,3,"Pickard, Mr. Berk (Berk Trembisky)",32.0,0,0,SOTON/O.Q. 392078,8.05,E10,32.0,32.0,1,Mr,1,1,False,True,False,False,True,False,False,False,False,True,False,False,False,False
431,True,1,"Bjornstrom-Steffansson, Mr. Mauritz Hakan",28.0,0,0,110564,26.55,C52,28.0,28.0,1,Mr,1,1,False,True,False,False,True,False,False,True,False,False,False,False,False,False
432,True,3,"Thorneycroft, Mrs. Percival (Florence Kate White)",,1,0,376564,16.1,,28.0,24.0,0,Mrs,2,0,True,False,False,False,True,False,False,False,False,False,False,False,False,True
433,True,2,"Louch, Mrs. Charles Alexander (Alice Adelaide Slow)",42.0,1,0,SC/AH 3085,26.0,,42.0,42.0,0,Mrs,2,0,True,False,False,False,True,False,False,False,False,False,False,False,False,True
434,False,3,"Kallio, Mr. Nikolai Erland",17.0,0,0,STON/O 2. 3101274,7.125,,17.0,17.0,0,Mr,1,1,False,True,False,False,True,False,False,False,False,False,False,False,False,True
435,False,1,"Silvey, Mr. William Baird",50.0,1,0,13507,55.9,E44,50.0,50.0,1,Mr,2,0,False,True,False,False,True,False,False,False,False,True,False,False,False,False
436,True,1,"Carter, Miss. Lucile Polk",14.0,1,2,113760,120.0,B96 B98,14.0,14.0,1,Miss,4,0,True,False,False,False,True,False,True,False,False,False,False,False,False,False
437,False,3,"Ford, Miss. Doolina Margaret ""Daisy""",21.0,2,2,W./C. 6608,34.375,,21.0,21.0,0,Miss,5,0,True,False,False,False,True,False,False,False,False,False,False,False,False,True
438,True,2,"Richards, Mrs. Sidney (Emily Hocking)",24.0,2,3,29106,18.75,,24.0,24.0,0,Mrs,6,0,True,False,False,False,True,False,False,False,False,False,False,False,False,True
439,False,1,"Fortune, Mr. Mark",64.0,1,4,19950,263.0,C23 C25 C27,64.0,64.0,1,Mr,6,0,False,True,False,False,True,False,False,True,False,False,False,False,False,False
440,False,2,"Kvillner, Mr. Johan Henrik Johannesson",31.0,0,0,C.A. 18723,10.5,,31.0,31.0,0,Mr,1,1,False,True,False,False,True,False,False,False,False,False,False,False,False,True
441,True,2,"Hart, Mrs. Benjamin (Esther Ada Bloomfield)",45.0,1,1,F.C.C. 13529,26.25,,45.0,45.0,0,Mrs,3,0,True,False,False,False,True,False,False,False,False,False,False,False,False,True
442,False,3,"Hampe, Mr. Leon",20.0,0,0,345769,9.5,,20.0,20.0,0,Mr,1,1,False,True,False,False,True,False,False,False,False,False,False,False,False,True
443,False,3,"Petterson, Mr. Johan Emil",25.0,1,0,347076,7.775,,25.0,25.0,0,Mr,2,0,False,True,False,False,True,False,False,False,False,False,False,False,False,True
444,True,2,"Reynaldo, Ms. Encarnacion",28.0,0,0,230434,13.0,,28.0,28.0,0,Ms,1,1,True,False,False,False,True,False,False,False,False,False,False,False,False,True
445,True,3,"Johannesen-Bratthammer, Mr. Bernt",,0,0,65306,8.1125,,28.0,24.0,0,Mr,1,1,False,True,False,False,True,False,False,False,False,False,False,False,False,True
446,True,1,"Dodge, Master. Washington",4.0,0,2,33638,81.8583,A34,4.0,4.0,1,Master,3,0,False,True,False,False,True,True,False,False,False,False,False,False,False,False
447,True,2,"Mellinger, Miss. Madeleine Violet",13.0,0,1,250644,19.5,,13.0,13.0,0,Miss,2,0,True,False,False,False,True,False,False,False,False,False,False,False,False,True
448,True,1,"Seward, Mr. Frederic Kimber",34.0,0,0,113794,26.55,,34.0,34.0,0,Mr,1,1,False,True,False,False,True,False,False,False,False,False,False,False,False,True
449,True,3,"Baclini, Miss. Marie Catherine",5.0,2,1,2666,19.2583,,5.0,5.0,0,Miss,4,0,True,False,True,False,False,False,False,False,False,False,False,False,False,True
450,True,1,"Peuchen, Major. Arthur Godfrey",52.0,0,0,113786,30.5,C104,52.0,52.0,1,Major,1,1,False,True,False,False,True,False,False,True,False,False,False,False,False,False
451,False,2,"West, Mr. Edwy Arthur",36.0,1,2,C.A. 34651,27.75,,36.0,36.0,0,Mr,4,0,False,True,False,False,True,False,False,False,False,False,False,False,False,True
452,False,3,"Hagland, Mr. Ingvald Olai Olsen",,1,0,65303,19.9667,,28.0,24.0,0,Mr,2,0,False,True,False,False,True,False,False,False,False,False,False,False,False,True
453,False,1,"Foreman, Mr. Benjamin Laventall",30.0,0,0,113051,27.75,C111,30.0,30.0,1,Mr,1,1,False,True,True,False,False,False,False,True,False,False,False,False,False,False
454,True,1,"Goldenberg, Mr. Samuel L",49.0,1,0,17453,89.1042,C92,49.0,49.0,1,Mr,2,0,False,True,True,False,False,False,False,True,False,False,False,False,False,False
455,False,3,"Peduzzi, Mr. Joseph",,0,0,A/5 2817,8.05,,28.0,24.0,0,Mr,1,1,False,True,False,False,True,False,False,False,False,False,False,False,False,True
456,True,3,"Jalsevac, Mr. Ivan",29.0,0,0,349240,7.8958,,29.0,29.0,0,Mr,1,1,False,True,True,False,False,False,False,False,False,False,False,False,False,True
457,False,1,"Millet, Mr. Francis Davis",65.0,0,0,13509,26.55,E38,65.0,65.0,1,Mr,1,1,False,True,False,False,True,False,False,False,False,True,False,False,False,False
458,True,1,"Kenyon, Mrs. Frederick R (Marion)",,1,0,17464,51.8625,D21,28.0,37.0,1,Mrs,2,0,True,False,False,False,True,False,False,False,True,False,False,False,False,False
459,True,2,"Toomey, Miss. Ellen",50.0,0,0,F.C.C. 13531,10.5,,50.0,50.0,0,Miss,1,1,True,False,False,False,True,False,False,False,False,False,False,False,False,True
460,False,3,"O'Connor, Mr. Maurice",,0,0,371060,7.75,,28.0,24.0,0,Mr,1,1,False,True,False,True,False,False,False,False,False,False,False,False,False,True
461,True,1,"Anderson, Mr. Harry",48.0,0,0,19952,26.55,E12,48.0,48.0,1,Mr,1,1,False,True,False,False,True,False,False,False,False,True,False,False,False,False
462,False,3,"Morley, Mr. William",34.0,0,0,364506,8.05,,34.0,34.0,0,Mr,1,1,False,True,False,False,True,False,False,False,False,False,False,False,False,True
463,False,1,"Gee, Mr. Arthur H",47.0,0,0,111320,38.5,E63,47.0,47.0,1,Mr,1,1,False,True,False,False,True,False,False,False,False,True,False,False,False,False
464,False,2,"Milling, Mr. Jacob Christian",48.0,0,0,234360,13.0,,48.0,48.0,0,Mr,1,1,False,True,False,False,True,False,False,False,False,False,False,False,False,True
